100
0 NULO
1 de : 1-2-3-4
2 NULO
3 NULO
4 NULO
5 NULO
6 cheia : 3
7 NULO
8 casa : 3
9 NULO
10 NULO
11 NULO
12 NULO
13 NULO
14 NULO
15 NULO
16 NULO
17 NULO
18 NULO
19 NULO
20 NULO
21 gude : 1
22 NULO
23 NULO
24 NULO
25 NULO
26 NULO
27 NULO
28 NULO
29 NULO
30 NULO
31 NULO
32 NULO
33 bolinha : 1
34 NULO
35 NULO
36 NULO
37 NULO
38 NULO
39 NULO
40 NULO
41 NULO
42 NULO
43 piscina : 2
44 NULO
45 NULO
46 NULO
47 NULO
48 bolinhas : 2-3-4-5
49 redondas : 5
50 NULO
51 NULO
52 NULO
53 NULO
54 NULO
55 NULO
56 NULO
57 NULO
58 NULO
59 NULO
60 NULO
61 NULO
62 NULO
63 NULO
64 NULO
65 NULO
66 vestido : 4
67 NULO
68 NULO
69 NULO
70 NULO
71 NULO
72 NULO
73 NULO
74 NULO
75 NULO
76 NULO
77 NULO
78 NULO
79 NULO
80 NULO
81 NULO
82 NULO
83 NULO
84 NULO
85 NULO
86 NULO
87 NULO
88 NULO
89 NULO
90 NULO
91 NULO
92 NULO
93 NULO
94 NULO
95 NULO
96 NULO
97 a : 3
98 NULO
99 NULO
100
0 NULO
1 de : 1-2-3-4-6
2 NULO
3 NULO
4 NULO
5 NULO
6 cheia : 3
7 NULO
8 casa : 3
9 NULO
10 NULO
11 NULO
12 NULO
13 NULO
14 NULO
15 NULO
16 NULO
17 NULO
18 NULO
19 NULO
20 NULO
21 gude : 1
22 NULO
23 NULO
24 NULO
25 NULO
26 NULO
27 NULO
28 NULO
29 NULO
30 NULO
31 NULO
32 NULO
33 bolinha : 1-6
34 NULO
35 NULO
36 NULO
37 NULO
38 NULO
39 NULO
40 NULO
41 NULO
42 NULO
43 piscina : 2
44 NULO
45 NULO
46 chocolate : 6
47 NULO
48 bolinhas : 2-3-4-5
49 redondas : 5
50 NULO
51 NULO
52 NULO
53 NULO
54 NULO
55 NULO
56 NULO
57 NULO
58 NULO
59 NULO
60 NULO
61 NULO
62 NULO
63 NULO
64 NULO
65 NULO
66 vestido : 4
67 NULO
68 NULO
69 NULO
70 NULO
71 NULO
72 NULO
73 NULO
74 NULO
75 NULO
76 NULO
77 NULO
78 NULO
79 NULO
80 NULO
81 NULO
82 NULO
83 NULO
84 NULO
85 NULO
86 NULO
87 NULO
88 NULO
89 NULO
90 NULO
91 NULO
92 NULO
93 NULO
94 NULO
95 NULO
96 NULO
97 a : 3
98 NULO
99 NULO
100
0 NULO
1 de : 1-2-3-4-6
2 NULO
3 NULO
4 NULO
5 NULO
6 cheia : 3
7 NULO
8 casa : 3
9 NULO
10 NULO
11 NULO
12 NULO
13 NULO
14 NULO
15 NULO
16 NULO
17 NULO
18 NULO
19 NULO
20 NULO
21 gude : 1
22 NULO
23 NULO
24 NULO
25 NULO
26 NULO
27 NULO
28 NULO
29 NULO
30 NULO
31 NULO
32 NULO
33 bolinha : 1-6
34 NULO
35 NULO
36 NULO
37 NULO
38 NULO
39 NULO
40 NULO
41 NULO
42 NULO
43 piscina : 2
44 NULO
45 NULO
46 chocolate : 6
47 NULO
48 bolinhas : 2-3-4-5
49 redondas : 5
50 NULO
51 NULO
52 NULO
53 NULO
54 NULO
55 NULO
56 NULO
57 NULO
58 NULO
59 NULO
60 NULO
61 NULO
62 NULO
63 NULO
64 NULO
65 NULO
66 vestido : 4
67 NULO
68 NULO
69 NULO
70 NULO
71 NULO
72 NULO
73 NULO
74 NULO
75 NULO
76 NULO
77 NULO
78 NULO
79 NULO
80 NULO
81 NULO
82 NULO
83 NULO
84 NULO
85 NULO
86 NULO
87 NULO
88 NULO
89 NULO
90 NULO
91 NULO
92 NULO
93 NULO
94 NULO
95 NULO
96 NULO
97 a : 3
98 NULO
99 NULO
100
0 NULO
1 de : 1-2-3-4-6
2 NULO
